year,entity,code,emissions
2005,Madagascar,MDG,1725393.7
2005,Malawi,MWI,858438.75
2005,Malaysia,MYS,172486570.6
2005,Maldives,MDV,600896
2005,Mali,MLI,897680
2005,Malta,MLT,2666019.46
2005,Marshall Islands,MHL,84272
2005,Martinique,MTQ,2202064
2005,Mauritania,MRT,1436288
2005,Mauritius,MUS,3293936
2005,Mexico,MEX,465913628.4
2005,Micronesia (country),FSM,120912
2005,Moldova,MDA,4937753.7
2005,Mongolia,MNG,8573730
2005,Montenegro,MNE,2208919.29
2005,Montserrat,MSR,36640
2005,Morocco,MAR,45525104
2005,Mozambique,MOZ,1770736.89
2005,Myanmar,MMR,11532641.61
2005,Namibia,NAM,2308320
2005,Nauru,NRU,62288
2005,Nepal,NPL,3051599.33
2005,Netherlands,NLD,177530881.5
2005,New Caledonia,NCL,2809044.24
2005,New Zealand,NZL,37647573.63
2005,Nicaragua,NIC,4269732.95
2005,Niger,NER,708477.48
2005,Nigeria,NGA,105705834.4
2005,Niue,NIU,3664
2005,North Korea,PRK,74918706.34
2005,Norway,NOR,43560708.06
2005,Oman,OMN,29466596.18
2005,Pakistan,PAK,134756236.6
2005,Palau,PLW,260144
2005,Palestine,PSE,2740672
2005,Panama,PAN,6741087.17
2005,Papua New Guinea,PNG,4382144
2005,Paraguay,PRY,3788705.8
2005,Peru,PER,36733047.12
2005,Philippines,PHL,73271293.81
2005,Poland,POL,321668846.1
2005,Portugal,PRT,69497372.12
2005,Qatar,QAT,50690079.09
2005,Reunion,REU,3444160
2005,Romania,ROU,100966617.1
2005,Russia,RUS,1588662864
2005,Rwanda,RWA,517111.59
2005,Saint Helena,SHN,10992
2005,Saint Kitts and Nevis,KNA,197856
2005,Saint Lucia,LCA,366400
2005,Saint Pierre and Miquelon,SPM,65952
2005,Saint Vincent and the Grenadines,VCT,219840
2005,Samoa,WSM,161216
2005,Sao Tome and Principe,STP,76944
2005,Saudi Arabia,SAU,395854759.6
2005,Senegal,SEN,5539577.5
2005,Serbia,SRB,49879228.71
2005,Seychelles,SYC,688832
2005,Sierra Leone,SLE,461664
2005,Singapore,SGP,30334256
2005,Sint Maarten (Dutch part),SXM,569751.04
2005,Slovakia,SVK,42907487.33
2005,Slovenia,SVN,16928806.56
2005,Solomon Islands,SLB,161216
2005,Somalia,SOM,593568
2005,South Africa,ZAF,415050850
2005,South Korea,KOR,459345663.5
2005,South Sudan,SSD,914473.33
2005,Spain,ESP,368964132.6
2005,Sri Lanka,LKA,11935194.05
2005,Sudan,SDN,10973680
2005,Suriname,SUR,1589019.1
2005,Swaziland,SWZ,1018592
2005,Sweden,SWE,53843310.57
2005,Switzerland,CHE,45779837.77
2005,Syria,SYR,49880827.75
2005,Taiwan,TWN,257108095.7
2005,Tajikistan,TJK,2421168.61
2005,Tanzania,TZA,5360105.39
2005,Thailand,THA,244303940
2005,Timor,TLS,175872
2005,Togo,TGO,1721591
2005,Tonga,TON,113584
2005,Trinidad and Tobago,TTO,38060246.4
2005,Tunisia,TUN,22268684.67
2005,Turkey,TUR,260897954.9
2005,Turkmenistan,TKM,48231551.32
2005,Turks and Caicos Islands,TCA,120912
2005,Tuvalu,TUV,10992
2005,Uganda,UGA,2104560.9
2005,Ukraine,UKR,313533699.8
2005,United Arab Emirates,ARE,114554436.6
2005,United Kingdom,GBR,570001049.8
2005,Uruguay,URY,5725804.9
2005,Uzbekistan,UZB,116894940
2005,Vanuatu,VUT,58624
2005,Venezuela,VEN,164537975.5
2005,Vietnam,VNM,94859056.17
2005,Wallis and Futuna Islands,,29312
2005,World,OWID_WRL,29254906351
2005,Yemen,YEM,19794843.14
2005,Zambia,ZMB,2242067.41
2005,Zimbabwe,ZWE,10699642.16
2006,EU-28,,4320409661
2006,Europe (other),,2233558141
2006,United States,USA,6052236286
2006,Americas (other),,2114866379
2006,Middle East,,1804735991
2006,Africa,,1083798148
2006,India,IND,1287149211
2006,China,CHN,6377748016
2006,Asia and Pacific (other),,4175617147
2006,International transport,,1001919131
2006,Statistical differences,,-165209053
2006,Afghanistan,AFG,1643246
2006,Albania,ALB,3894832
2006,Algeria,DZA,100201161.5
2006,Andorra,AND,545936
2006,Angola,AGO,22102407.09
2006,Anguilla,AIA,142896
2006,Antarctic Fisheries,,7328
2006,Antigua and Barbuda,ATG,443344
2006,Argentina,ARG,174617506
2006,Armenia,ARM,4405250
2006,Aruba,ABW,2715024
2006,Australia,AUS,392681873.2
2006,Austria,AUT,76688464.51
2006,Azerbaijan,AZE,39108540
2006,Bahamas,BHS,1663456
2006,Bahrain,BHR,18756920.19
2006,Bangladesh,BGD,42955696.65
2006,Barbados,BRB,1339292.45
2006,Belarus,BLR,64861610.27
2006,Belgium,BEL,124030888.5
2006,Belize,BLZ,443344
2006,Benin,BEN,3711342.37
2006,Bermuda,BMU,652192
2006,Bhutan,BTN,373005.72
2006,Bolivia,BOL,14920842.64
2006,Bonaire Sint Eustatius and Saba,BES,265644.79
2006,Bosnia and Herzegovina,BIH,17386718.31
2006,Botswana,BWA,4132992
2006,Brazil,BRA,341946368
2006,British Virgin Islands,VGB,142896
2006,Brunei,BRN,4737552
2006,Bulgaria,BGR,51825570.51
2006,Burkina Faso,BFA,1356233.82
2006,Burundi,BDI,186864
2006,Cambodia,KHM,2997152
2006,Cameroon,CMR,3752445.88
2006,Canada,CAN,570487642.1
2006,Cape Verde,CPV,472656
2006,Cayman Islands,CYM,483648
2006,Central African Republic,CAF,249152
2006,Chad,TCD,406704
2006,Chile,CHL,63971578.71
2006,Colombia,COL,62197352.72
2006,Comoros,COM,161216
2006,Congo,COG,1106634.37
2006,Cook Islands,COK,65952
2006,Costa Rica,CRI,6965280.63
2006,Cote d'Ivoire,CIV,6811376
2006,Croatia,HRV,23725639
2006,Cuba,CUB,27228168.52
2006,Curacao,CUW,5112880.96
2006,Cyprus,CYP,8160844.81
2006,Czech Republic,CZE,126380290.9
2006,Democratic Republic of Congo,COD,1553290.31
2006,Denmark,DNK,59438879.3
2006,Djibouti,DJI,410368
2006,Dominica,DMA,113584
2006,Dominican Republic,DOM,19420402.05
2006,Ecuador,ECU,28524600.62
2006,Egypt,EGY,176019518.2
2006,El Salvador,SLV,6720562.95
2006,Equatorial Guinea,GNQ,4752208
2006,Eritrea,ERI,555926.73
2006,Estonia,EST,16439189.16
2006,Ethiopia,ETH,5316940.93
2006,Faeroe Islands,FRO,677840
2006,Falkland Islands,FLK,58624
2006,Fiji,FJI,1201372.86
2006,Finland,FIN,68379818.2
2006,France,FRA,422101255.2
2006,French Guiana,GUF,472656
2006,French Polynesia,PYF,824400
2006,Gabon,GAB,4142417.93
2006,Gambia,GMB,307776
2006,Georgia,GEO,6096128.86
2006,Germany,DEU,878747131.4
2006,Ghana,GHA,9160029.48
2006,Gibraltar,GIB,417696
2006,Greece,GRC,112464909.9
2006,Greenland,GRL,626544
2006,Grenada,GRD,230832
2006,Guadeloupe,GLP,2154432
2006,Guatemala,GTM,12417131.7
2006,Guinea,GIN,1890624
2006,Guinea-Bissau,GNB,216176
2006,Guyana,GUY,1289728
2006,Haiti,HTI,2084144.47
2006,Honduras,HND,6848710.82
2006,Hong Kong,HKG,41913716.3
2006,Hungary,HUN,59839431.29
2006,Iceland,ISL,3147041.63
2006,Indonesia,IDN,346699720
2006,Iran,IRN,503790553.5
2006,Iraq,IRQ,98181050.58
2006,Ireland,IRL,47550194.52
2006,Israel,ISR,62149082.51
2006,Italy,ITA,489749969.4
2006,Jamaica,JAM,11423418.48
2006,Japan,JPN,1262639452
2006,Jordan,JOR,20527441.92
2006,Kazakhstan,KAZ,202969922.2
2006,Kenya,KEN,9336550.69
2006,Kiribati,KIR,69616
2006,Kuwait,KWT,73389091.29
2006,Kyrgyzstan,KGZ,5418969.47
2006,Laos,LAO,1507026.86
2006,Latvia,LVA,8333306.34
2006,Lebanon,LBN,14792032
2006,Lesotho,LSO,2037184
2006,Liberia,LBR,731127.56
2006,Libya,LBY,52666318.08
2006,Lithuania,LTU,14402957.44
2006,Luxembourg,LUX,11879257.02
2006,Macao,MAC,1619488
2006,Macedonia,MKD,10929712
2006,Madagascar,MDG,1666225.1
2006,Malawi,MWI,892119.83
2006,Malaysia,MYS,165580554
2006,Maldives,MDV,758448
2006,Mali,MLI,941648
2006,Malta,MLT,2679442.63
2006,Marshall Islands,MHL,91600
2006,Martinique,MTQ,2125120
2006,Mauritania,MRT,1421632
2006,Mauritius,MUS,3627360
2006,Mexico,MEX,478803636.6
2006,Micronesia (country),FSM,120912
2006,Moldova,MDA,5029747.3
2006,Mongolia,MNG,9405752
2006,Montenegro,MNE,2381600
2006,Montserrat,MSR,36640
2006,Morocco,MAR,47390796
2006,Mozambique,MOZ,1914801.31
2006,Myanmar,MMR,12776768.58
2006,Namibia,NAM,2330304
2006,Nauru,NRU,43968
2006,Nepal,NPL,2529398.86
2006,Netherlands,NLD,172736702.3
2006,New Caledonia,NCL,2705993.14
2006,New Zealand,NZL,37520080.7
2006,Nicaragua,NIC,4414162.09
2006,Niger,NER,686275.64
2006,Nigeria,NGA,98461634.31
2006,Niue,NIU,3664
2006,North Korea,PRK,76172850.95
2006,Norway,NOR,43923347.59
2006,Oman,OMN,39046377.3
2006,Pakistan,PAK,143726699.4
2006,Palau,PLW,263808
2006,Palestine,PSE,2264352
2006,Panama,PAN,7268135.04
2006,Papua New Guinea,PNG,4305200
2006,Paraguay,PRY,3937135.6
2006,Peru,PER,34410900.79
2006,Philippines,PHL,66521913.38
2006,Poland,POL,334622822.1
2006,Portugal,PRT,64770176.83
2006,Qatar,QAT,63196167.43
2006,Reunion,REU,3620032
2006,Romania,ROU,104130559.8
2006,Russia,RUS,1648658734
2006,Rwanda,RWA,516730.37
2006,Saint Helena,SHN,10992
2006,Saint Kitts and Nevis,KNA,201520
2006,Saint Lucia,LCA,366400
2006,Saint Pierre and Miquelon,SPM,65952
2006,Saint Vincent and the Grenadines,VCT,219840
2006,Samoa,WSM,164880
2006,Sao Tome and Principe,STP,84272
2006,Saudi Arabia,SAU,431291967.7
2006,Senegal,SEN,4421762.37
2006,Serbia,SRB,53759585.19
2006,Seychelles,SYC,732800
2006,Sierra Leone,SLE,615552
2006,Singapore,SGP,30773936
2006,Sint Maarten (Dutch part),SXM,593794.24
2006,Slovakia,SVK,42603719.01
2006,Slovenia,SVN,17124006.01
2006,Solomon Islands,SLB,164880
2006,Somalia,SOM,593568
2006,South Africa,ZAF,445708664
2006,South Korea,KOR,465605909.8
2006,South Sudan,SSD,1000272
2006,Spain,ESP,360279239.6
2006,Sri Lanka,LKA,11793656.59
2006,Sudan,SDN,12003264
2006,Suriname,SUR,1739055.57
2006,Swaziland,SWZ,1014928
2006,Sweden,SWE,53672750.5
2006,Switzerland,CHE,45365628.28
2006,Syria,SYR,52840385.88
2006,Taiwan,TWN,264807467.7
2006,Tajikistan,TJK,2634138.72
2006,Tanzania,TZA,5878992.64
2006,Thailand,THA,248619994.9
2006,Timor,TLS,179536
2006,Togo,TGO,1500506
2006,Tonga,TON,128240
2006,Trinidad and Tobago,TTO,42560648.82
2006,Tunisia,TUN,22602492.56
2006,Turkey,TUR,281541718.9
2006,Turkmenistan,TKM,49372149.44
2006,Turks and Caicos Islands,TCA,142896
2006,Tuvalu,TUV,7328
2006,Uganda,UGA,2468619.13
2006,Ukraine,UKR,332764711.4
2006,United Arab Emirates,ARE,121883794.7
2006,United Kingdom,GBR,567652245.2
2006,Uruguay,URY,6596086.62
2006,Uzbekistan,UZB,119698362
2006,Vanuatu,VUT,47632
2006,Venezuela,VEN,168543215
2006,Vietnam,VNM,99134033.04
2006,Wallis and Futuna Islands,,29312
2006,World,OWID_WRL,30286836386
2006,Yemen,YEM,21085054.93
2006,Zambia,ZMB,2231684.13
2006,Zimbabwe,ZWE,10364869.23
2007,EU-28,,4274408815
2007,Europe (other),,2233026493
2007,United States,USA,6130983563
2007,Americas (other),,2168015893
2007,Middle East,,1801937989
2007,Africa,,1126332954
2007,India,IND,1390253491
2007,China,CHN,6861750652
2007,Asia and Pacific (other),,4322472745
2007,International transport,,1059592183
2007,Statistical differences,,-488640473.9
2007,Afghanistan,AFG,2268343.1
2007,Albania,ALB,3924144
2007,Algeria,DZA,108399973.2
2007,Andorra,AND,538608
2007,Angola,AGO,24976104.38
2007,Anguilla,AIA,150224
2007,Antarctic Fisheries,,10992
2007,Antigua and Barbuda,ATG,468992
2007,Argentina,ARG,174232910.8
2007,Armenia,ARM,5107762
2007,Aruba,ABW,2821280
2007,Australia,AUS,400415729.4
2007,Austria,AUT,74032117.13
2007,Azerbaijan,AZE,30458270
2007,Bahamas,BHS,1689104
2007,Bahrain,BHR,26770051.89
2007,Bangladesh,BGD,43766440.57
2007,Barbados,BRB,1334369.73
2007,Belarus,BLR,64263922.83
2007,Belgium,BEL,120611401.8
2007,Belize,BLZ,476320
2007,Benin,BEN,4319630.78
2007,Bermuda,BMU,729136
2007,Bhutan,BTN,372026.62
2007,Bolivia,BOL,12176849.87
2007,Bonaire Sint Eustatius and Saba,BES,299054.11
2007,Bosnia and Herzegovina,BIH,17474331.92
2007,Botswana,BWA,4228256
2007,Brazil,BRA,356918752
2007,British Virgin Islands,VGB,150224
2007,Brunei,BRN,8309952
2007,Bulgaria,BGR,55637034.18
2007,Burkina Faso,BFA,1641867.12
2007,Burundi,BDI,186864
2007,Cambodia,KHM,3452469.31
2007,Cameroon,CMR,5701937.83
2007,Canada,CAN,594140241.8
2007,Cape Verde,CPV,505632
2007,Cayman Islands,CYM,571584
2007,Central African Republic,CAF,252816
2007,Chad,TCD,461664
2007,Chile,CHL,70706929.91
2007,Colombia,COL,61571506.14
2007,Comoros,COM,102592
2007,Congo,COG,1201342.93
2007,Cook Islands,COK,65952
2007,Costa Rica,CRI,7891665.56
2007,Cote d'Ivoire,CIV,6536576
2007,Croatia,HRV,25056225.05
2007,Cuba,CUB,26597438.62
2007,Curacao,CUW,5755912
2007,Cyprus,CYP,8472613.1
2007,Czech Republic,CZE,128180733.9
2007,Democratic Republic of Congo,COD,1696216.23
2007,Denmark,DNK,54657107.28
2007,Djibouti,DJI,461664
2007,Dominica,DMA,153888
2007,Dominican Republic,DOM,20756432.18
2007,Ecuador,ECU,31493981.71
2007,Egypt,EGY,185905188.6
2007,El Salvador,SLV,6845867.67
2007,Equatorial Guinea,GNQ,4792512
2007,Eritrea,ERI,574008.69
2007,Estonia,EST,20071647.7
2007,Ethiopia,ETH,5828354.59
2007,Faeroe Islands,FRO,688832
2007,Falkland Islands,FLK,58624
2007,Fiji,FJI,1141139.52
2007,Finland,FIN,66755662.84
2007,France,FRA,412898356.6
2007,French Guiana,GUF,564256
2007,French Polynesia,PYF,817072
2007,Gabon,GAB,4089338.21
2007,Gambia,GMB,351744
2007,Georgia,GEO,6364776.34
2007,Germany,DEU,852096162.2
2007,Ghana,GHA,9619301.33
2007,Gibraltar,GIB,414032
2007,Greece,GRC,114582632.9
2007,Greenland,GRL,637536
2007,Grenada,GRD,238160
2007,Guadeloupe,GLP,2330304
2007,Guatemala,GTM,12371726.73
2007,Guinea,GIN,1967568
2007,Guinea-Bissau,GNB,230832
2007,Guyana,GUY,1560864
2007,Haiti,HTI,2361005.69
2007,Honduras,HND,8598354.49
2007,Hong Kong,HKG,43572417.54
2007,Hungary,HUN,58522308.45
2007,Iceland,ISL,3493947.41
2007,Indonesia,IDN,377122624
2007,Iran,IRN,513313832.8
2007,Iraq,IRQ,61491756.09
2007,Ireland,IRL,47622946.16
2007,Israel,ISR,62799906.46
2007,Italy,ITA,480491585.7
2007,Jamaica,JAM,9617054.96
2007,Japan,JPN,1300051973
2007,Jordan,JOR,21436988.38
2007,Kazakhstan,KAZ,213216397.6
2007,Kenya,KEN,9540426.2
2007,Kiribati,KIR,51296
2007,Kuwait,KWT,74874777.99
2007,Kyrgyzstan,KGZ,6518274.64
2007,Laos,LAO,863623.91
2007,Latvia,LVA,8655065.49
2007,Lebanon,LBN,13752814.44
2007,Lesotho,LSO,2073824
2007,Liberia,LBR,649686.4
2007,Libya,LBY,49339744.9
2007,Liechtenstein,LIE,200764.39
2007,Lithuania,LTU,15763269.16
2007,Luxembourg,LUX,11268834.53
2007,Macao,MAC,1535216
2007,Macedonia,MKD,9486096
2007,Madagascar,MDG,1783442.89
2007,Malawi,MWI,866257.52
2007,Malaysia,MYS,182455740.7
2007,Maldives,MDV,780432
2007,Mali,MLI,1007600
2007,Malta,MLT,2756045.38
2007,Marshall Islands,MHL,98928
2007,Martinique,MTQ,1930928
2007,Mauritania,MRT,1637808
2007,Mauritius,MUS,3685984
2007,Mexico,MEX,482325460.8
2007,Micronesia (country),FSM,139232
2007,Moldova,MDA,4978553.6
2007,Mongolia,MNG,12078744
2007,Montenegro,MNE,2249696
2007,Montserrat,MSR,40304
2007,Morocco,MAR,50230420.78
2007,Mozambique,MOZ,2187138.28
2007,Myanmar,MMR,12795063.41
2007,Namibia,NAM,2359616
2007,Nauru,NRU,43968
2007,Nepal,NPL,2578228.82
2007,Netherlands,NLD,172600460.5
2007,New Caledonia,NCL,2928010.19
2007,New Zealand,NZL,36642046.21
2007,Nicaragua,NIC,4550435.12
2007,Niger,NER,716904.69
2007,Nigeria,NGA,94456005.02
2007,Niue,NIU,3664
2007,North Korea,PRK,63479217.21
2007,Norway,NOR,45851890.6
2007,Oman,OMN,43131323.37
2007,Pakistan,PAK,155844165.9
2007,Palau,PLW,260144
2007,Palestine,PSE,2322976
2007,Panama,PAN,7090050.2
2007,Papua New Guinea,PNG,6115216
2007,Paraguay,PRY,4082760.21
2007,Peru,PER,42401238.33
2007,Philippines,PHL,70764075.09
2007,Poland,POL,334365693.2
2007,Portugal,PRT,62270128.78
2007,Qatar,QAT,62899427.93
2007,Reunion,REU,3858192
2007,Romania,ROU,108559692.9
2007,Russia,RUS,1647728940
2007,Rwanda,RWA,545486.93
2007,Saint Helena,SHN,10992
2007,Saint Kitts and Nevis,KNA,216176
2007,Saint Lucia,LCA,384720
2007,Saint Pierre and Miquelon,SPM,65952
2007,Saint Vincent and the Grenadines,VCT,227168
2007,Samoa,WSM,172208
2007,Sao Tome and Principe,STP,84272
2007,Saudi Arabia,SAU,386507147.4
2007,Senegal,SEN,4826645.02
2007,Serbia,SRB,52185841.74
2007,Seychelles,SYC,641200
2007,Sierra Leone,SLE,516624
2007,Singapore,SGP,19910176
2007,Sint Maarten (Dutch part),SXM,668473.89
2007,Slovakia,SVK,40949068.73
2007,Slovenia,SVN,17259960.28
2007,Solomon Islands,SLB,179536
2007,Somalia,SOM,608224
2007,South Africa,ZAF,463975000
2007,South Korea,KOR,493353218
2007,South Sudan,SSD,1176144
2007,Spain,ESP,368133603
2007,Sri Lanka,LKA,12151310.26
2007,Sudan,SDN,14113728
2007,Suriname,SUR,1756870.75
2007,Swaziland,SWZ,1062560
2007,Sweden,SWE,52816477.68
2007,Switzerland,CHE,43359827.5
2007,Syria,SYR,65718480.22
2007,Taiwan,TWN,275536602.6
2007,Tajikistan,TJK,3204293.47
2007,Tanzania,TZA,5710289.37
2007,Thailand,THA,249166110.2
2007,Timor,TLS,183200
2007,Togo,TGO,1516752
2007,Tonga,TON,113584
2007,Trinidad and Tobago,TTO,45349201.33
2007,Tunisia,TUN,23684349.69
2007,Turkey,TUR,312862498.2
2007,Turkmenistan,TKM,55890131.33
2007,Turks and Caicos Islands,TCA,164880
2007,Tuvalu,TUV,10992
2007,Uganda,UGA,2815316.72
2007,Ukraine,UKR,336601096.6
2007,United Arab Emirates,ARE,133336992.3
2007,United Kingdom,GBR,559321980.6
2007,Uruguay,URY,5946511.04
2007,Uzbekistan,UZB,119417270
2007,Vanuatu,VUT,98928
2007,Venezuela,VEN,159988917.9
2007,Vietnam,VNM,100577241.9
2007,Wallis and Futuna Islands,,29312
2007,World,OWID_WRL,30880145296
2007,Yemen,YEM,20719015.15
2007,Zambia,ZMB,1867607.01
2007,Zimbabwe,ZWE,9834014.17
2008,EU-28,,4173862503
2008,Europe (other),,2260162680
2008,United States,USA,5932775281
2008,Americas (other),,2226580254
2008,Middle East,,1939392639
2008,Africa,,1178142922
2008,India,IND,1547991039
2008,China,CHN,7375189907
2008,Asia and Pacific (other),,4368832879
2008,International transport,,1077662402
2008,Statistical differences,,-204836709.7
2008,Afghanistan,AFG,4198329.64
2008,Albania,ALB,4371152
2008,Algeria,DZA,109031837
2008,Andorra,AND,538608
2008,Angola,AGO,25486004.45
2008,Anguilla,AIA,150224
2008,Antigua and Barbuda,ATG,479984
2008,Argentina,ARG,188041184.3
2008,Armenia,ARM,5582114
2008,Aruba,ABW,2656400
2008,Australia,AUS,405048537.2
2008,Austria,AUT,73806271.05
2008,Azerbaijan,AZE,35450600
2008,Bahamas,BHS,1494912
2008,Bahrain,BHR,29682446.87
2008,Bangladesh,BGD,48307613.72
2008,Barbados,BRB,1589006.38
2008,Belarus,BLR,66390058.88
2008,Belgium,BEL,120659010
2008,Belize,BLZ,436016
2008,Benin,BEN,4254813.41
2008,Bermuda,BMU,648528
2008,Bhutan,BTN,400823.87
2008,Bolivia,BOL,13040638.6
2008,Bonaire Sint Eustatius and Saba,BES,287646.05
2008,Bosnia and Herzegovina,BIH,19958648.8
2008,Botswana,BWA,4503056
2008,Brazil,BRA,380344928
2008,British Virgin Islands,VGB,161216
2008,Brunei,BRN,8991456
2008,Bulgaria,BGR,53972792.56
2008,Burkina Faso,BFA,1862771.29
2008,Burundi,BDI,190528
2008,Cambodia,KHM,3804986.41
2008,Cameroon,CMR,5426279
2008,Canada,CAN,574805870.6
2008,Cape Verde,CPV,468992
2008,Cayman Islands,CYM,582576
2008,Central African Republic,CAF,252816
2008,Chad,TCD,509296
2008,Chile,CHL,70818677.29
2008,Colombia,COL,67226517.13
2008,Comoros,COM,106256
2008,Congo,COG,1296344.72
2008,Cook Islands,COK,69616
2008,Costa Rica,CRI,7910460.14
2008,Cote d'Ivoire,CIV,6591536
2008,Croatia,HRV,23785297.02
2008,Cuba,CUB,30246046.66
2008,Curacao,CUW,5536340.43
2008,Cyprus,CYP,8634193.7
2008,Czech Republic,CZE,122933867.9
2008,Democratic Republic of Congo,COD,1810834.88
2008,Denmark,DNK,51210598.01
2008,Djibouti,DJI,498304
2008,Dominica,DMA,131904
2008,Dominican Republic,DOM,20269016.28
2008,Ecuador,ECU,33324993.46
2008,Egypt,EGY,195285376
2008,El Salvador,SLV,6408648.63
2008,Equatorial Guinea,GNQ,4499392
2008,Eritrea,ERI,409016.31
2008,Estonia,EST,17872650.45
2008,Ethiopia,ETH,6365064.81
2008,Faeroe Islands,FRO,630208
2008,Falkland Islands,FLK,58624
2008,Fiji,FJI,877758.23
2008,Finland,FIN,58608815.58
2008,France,FRA,406790823
2008,French Guiana,GUF,556928
2008,French Polynesia,PYF,842720
2008,Gabon,GAB,4143717.59
2008,Gambia,GMB,366400
2008,Georgia,GEO,5110379.99
2008,Germany,DEU,854420962.4
2008,Ghana,GHA,8925880.6
2008,Gibraltar,GIB,425024
2008,Greece,GRC,111112528.2
2008,Greenland,GRL,659520
2008,Grenada,GRD,252816
2008,Guadeloupe,GLP,2286336
2008,Guatemala,GTM,11167913.62
2008,Guinea,GIN,2143938.67
2008,Guinea-Bissau,GNB,227168
2008,Guyana,GUY,1557200
2008,Haiti,HTI,2365774.38
2008,Honduras,HND,8484700.67
2008,Hong Kong,HKG,43776351.58
2008,Hungary,HUN,57438167.2
2008,Iceland,ISL,3794949.86
2008,Indonesia,IDN,417792048
2008,Iran,IRN,534910104.2
2008,Iraq,IRQ,92167049.56
2008,Ireland,IRL,47300105.44
2008,Israel,ISR,67980275.98
2008,Italy,ITA,468062059.9
2008,Jamaica,JAM,10138434.84
2008,Japan,JPN,1229245450
2008,Jordan,JOR,20717915.44
2008,Kazakhstan,KAZ,213380401.3
2008,Kenya,KEN,9911711.8
2008,Kiribati,KIR,54960
2008,Kuwait,KWT,82298263.72
2008,Kyrgyzstan,KGZ,7548271.14
2008,Laos,LAO,899105.7
2008,Latvia,LVA,8218723.54
2008,Lebanon,LBN,17426058.34
2008,Lesotho,LSO,2125120
2008,Liberia,LBR,553388.67
2008,Libya,LBY,55341474.53
2008,Liechtenstein,LIE,219503.55
2008,Lithuania,LTU,15079845.47
2008,Luxembourg,LUX,11132259.84
2008,Macao,MAC,1337360
2008,Macedonia,MKD,9394496
2008,Madagascar,MDG,1868569.13
2008,Malawi,MWI,1028481.65
2008,Malaysia,MYS,201580315.1
2008,Maldives,MDV,842720
2008,Mali,MLI,1069888
2008,Malta,MLT,2823743.8
2008,Marshall Islands,MHL,98928
2008,Martinique,MTQ,1872304
2008,Mauritania,MRT,1773376
2008,Mauritius,MUS,3766592
2008,Mexico,MEX,495305014.2
2008,Micronesia (country),FSM,117248
2008,Moldova,MDA,5190380
2008,Mongolia,MNG,12016684
2008,Montenegro,MNE,2748000
2008,Montserrat,MSR,47632
2008,Morocco,MAR,52861024
2008,Mozambique,MOZ,2179921.2
2008,Myanmar,MMR,9715150.15
2008,Namibia,NAM,3323248
2008,Nauru,NRU,43968
2008,Nepal,NPL,3384285.11
2008,Netherlands,NLD,175519219.7
2008,New Caledonia,NCL,2848990.23
2008,New Zealand,NZL,37655730.94
2008,Nicaragua,NIC,4365255.31
2008,Niger,NER,803056.41
2008,Nigeria,NGA,94933189.95
2008,Niue,NIU,7328
2008,North Korea,PRK,70328125.79
2008,Norway,NOR,44903022.1
2008,Oman,OMN,42110702.55
2008,Pakistan,PAK,155356244.9
2008,Palau,PLW,252816
2008,Palestine,PSE,2051840
2008,Panama,PAN,7181697.03
2008,Papua New Guinea,PNG,4792512
2008,Paraguay,PRY,4372845.07
2008,Peru,PER,40332196.61
2008,Philippines,PHL,77299991.63
2008,Poland,POL,327448211.3
2008,Portugal,PRT,59923525.13
2008,Qatar,QAT,64257096.11
2008,Reunion,REU,3942464
2008,Romania,ROU,105365397.6
2008,Russia,RUS,1679794450
2008,Rwanda,RWA,530568.72
2008,Saint Helena,SHN,10992
2008,Saint Kitts and Nevis,KNA,216176
2008,Saint Lucia,LCA,395712
2008,Saint Pierre and Miquelon,SPM,65952
2008,Saint Vincent and the Grenadines,VCT,227168
2008,Samoa,WSM,179536
2008,Sao Tome and Principe,STP,84272
2008,Saudi Arabia,SAU,432336409.8
2008,Senegal,SEN,4739033.55
2008,Serbia,SRB,51789739.64
2008,Seychelles,SYC,692496
2008,Sierra Leone,SLE,534944
2008,Singapore,SGP,36105056
2008,Sint Maarten (Dutch part),SXM,642973.52
2008,Slovakia,SVK,41484590.49
2008,Slovenia,SVN,18197391.32
2008,Solomon Islands,SLB,186864
2008,Somalia,SOM,600896
2008,South Africa,ZAF,494127156
2008,South Korea,KOR,505782554.4
2008,South Sudan,SSD,1241790.67
2008,Spain,ESP,336490118.5
2008,Sri Lanka,LKA,11987816.3
2008,Sudan,SDN,14901488
2008,Suriname,SUR,1935706.62
2008,Swaziland,SWZ,1095536
2008,Sweden,SWE,50723095.64
2008,Switzerland,CHE,44706687.82
2008,Syria,SYR,66877395.9
2008,Taiwan,TWN,259361948.5
2008,Tajikistan,TJK,2885313.02
2008,Tanzania,TZA,5937408.29
2008,Thailand,THA,249591018.8
2008,Timor,TLS,201520
2008,Togo,TGO,1522778
2008,Tonga,TON,120912
2008,Trinidad and Tobago,TTO,44252406.97
2008,Tunisia,TUN,24333417.13
2008,Turkey,TUR,310396695.7
2008,Turkmenistan,TKM,56665733.56
2008,Turks and Caicos Islands,TCA,179536
2008,Tuvalu,TUV,10992
2008,Uganda,UGA,3052256.33
2008,Ukraine,UKR,325732775.8
2008,United Arab Emirates,ARE,154155409.4
2008,United Kingdom,GBR,544848238.5
2008,Uruguay,URY,8200664.45
2008,Uzbekistan,UZB,123335630
2008,Vanuatu,VUT,95264
